age,gender,education,income,bureau_score,util_last_m1,util_last_m2,util_last_m3,util_current,loan_amt,loan_to_income_ratio,active_loans,default
37,male,high school,631,587,0.24,0.233,0.517,0.41,1004,1.591,5,0
60,female,university,1288,645,0.3,0.628,0.041,0,670,0.52,6,0
38,male,university,1441,515,0.239,0.124,0.292,0.204,934,0.648,10,0
29,male,university,762,732,0.175,0.289,0.291,0.345,1828,2.399,8,1
45,female,high school,1650,664,0.26,0.579,0.176,0.53,1016,0.616,3,0
60,male,high school,1016,540,0.205,0.102,0.205,0.177,1628,1.602,5,0
34,male,university,1297,524,0.158,0.332,0.458,0,683,0.527,6,0
45,male,university,1683,625,0.092,0.444,0.345,0.403,1457,0.866,10,1
42,female,high school,1648,507,0.179,0.199,0.21,0.272,133,0.081,2,1
50,female,graduate school,910,715,0.018,0.133,0.322,0.448,1531,1.682,7,1
40,female,university,1415,711,0.179,0.029,0.616,0.578,960,0.678,3,1
41,female,others,1412,611,0.329,0.134,0.389,0.294,64,0.045,3,0
64,male,high school,211,593,0.356,0.31,0.207,0.1,136,0.645,1,0
52,female,university,438,583,0.53,0.165,0.417,0.483,59,0.135,8,0
66,female,university,1816,645,0.125,0.556,0.074,0.446,1909,1.051,8,1
69,female,university,652,567,0.609,0.101,0.077,0.28,1874,2.874,9,0
41,female,university,582,675,0.219,0.106,0.093,0.101,1533,2.634,9,0
55,male,university,981,727,0.461,0.371,0.546,0.791,1850,1.886,4,1
52,male,university,247,697,0.04,0.506,0.263,0.094,1484,6.008,7,0
50,male,high school,516,566,0.436,0.332,0.462,0.317,495,0.959,10,0
59,female,high school,408,645,0.157,0.18,0.073,0.226,939,2.301,7,0
69,female,graduate school,1770,610,0.348,0.136,0.091,0.141,1084,0.612,10,0
32,male,university,1342,731,0.234,0.207,0.204,0.277,273,0.203,0,1
61,female,university,776,517,0.287,0.327,0.328,0.512,1472,1.897,2,1
67,female,university,514,555,0.028,0.111,0.249,0,248,0.482,1,0
38,male,university,953,650,0.297,0.291,0.467,0.245,1675,1.758,4,0
41,male,university,1259,534,0.462,0.106,0.119,0.555,1337,1.062,2,1
33,female,high school,1686,633,0.035,0.407,0.195,0.261,374,0.222,6,0
41,female,university,1987,617,0.28,0.325,0.062,0.206,243,0.122,1,0
28,female,others,1114,525,0.379,0.357,0.356,0.271,1203,1.08,2,0
66,male,others,954,712,0.03,0.107,0.12,0.244,507,0.531,10,0
60,male,graduate school,753,560,0.09,0.231,0.194,0.001,962,1.278,6,1
66,male,university,1804,587,0.507,0.611,0.397,0.691,382,0.212,2,0
27,male,others,602,514,0.306,0.289,0.082,0.128,570,0.947,2,0
43,female,others,1330,590,0.236,0.54,0.258,0.172,1537,1.156,4,0
64,male,graduate school,238,531,0.247,0.382,0.332,0.082,1912,8.034,0,0
52,male,graduate school,780,639,0.318,0.263,0.12,0.218,1149,1.473,2,1
31,female,graduate school,379,632,0.376,0.105,0.371,0.288,53,0.14,1,0
42,female,others,211,563,0.083,0.232,0.436,0.065,1830,8.673,1,0
42,female,graduate school,1562,698,0.08,0.199,0.022,0,80,0.051,2,0
63,male,university,1142,585,0.149,0.503,0.183,0,273,0.239,1,0
45,female,high school,1939,654,0.356,0.299,0.223,0.216,1813,0.935,2,0
42,female,graduate school,747,706,0.331,0.26,0.353,0.809,948,1.269,4,1
48,male,university,1349,730,0.455,0.23,0.089,0,1114,0.826,9,0
49,male,university,262,544,0.259,0.362,0.26,0.361,696,2.656,9,0
33,female,high school,1043,748,0.593,0.158,0.127,0.371,1267,1.215,6,0
38,male,university,1305,534,0.173,0.298,0.202,0.139,1660,1.272,3,0
22,female,university,1208,525,0.055,0.376,0.582,0.366,227,0.188,6,0
49,female,university,1522,522,0.107,0.543,0.2,0.136,1645,1.081,4,0
41,male,university,233,640,0.089,0.4,0.41,0.161,1016,4.361,8,0
35,female,graduate school,951,717,0.28,0.332,0.295,0.421,352,0.37,3,1
47,male,university,1832,630,0.127,0.58,0.166,0,1642,0.896,2,0
51,male,university,248,528,0.262,0.075,0.256,0.106,389,1.569,1,0
35,male,high school,857,693,0.409,0.352,0.268,0.408,455,0.531,9,0
43,female,high school,1860,563,0.238,0.645,0.281,0.338,1351,0.726,3,0
44,male,university,900,655,0.449,0.288,0.322,0.584,1930,2.144,1,1
64,male,university,1280,714,0.14,0.333,0.348,0.294,1859,1.452,3,0
33,female,university,308,663,0.085,0.227,0.514,0.315,763,2.477,2,1
42,female,high school,1740,612,0.309,0.04,0.475,0.346,751,0.432,8,0
63,female,university,1184,633,0.076,0.256,0.215,0,931,0.786,4,0
57,female,university,223,638,0.23,0.409,0.322,0.418,534,2.395,2,1
53,male,university,420,665,0.41,0.341,0.321,0.702,1853,4.412,6,1
23,male,university,514,617,0.505,0.194,0.211,0,1102,2.144,10,0
39,male,university,493,661,0.42,0.192,0.442,0.157,308,0.625,1,1
43,female,university,1233,708,0.359,0.508,0.449,0.516,1960,1.59,9,0
49,female,graduate school,1900,566,0.331,0.222,0.261,0.218,1611,0.848,5,0
50,male,high school,1219,607,0.268,0.182,0.413,0.269,514,0.422,0,0
59,female,university,1704,673,0.285,0.342,0.086,0.279,773,0.454,7,1
64,female,graduate school,1950,725,0.192,0.079,0.308,0,229,0.117,5,0
67,male,university,1217,585,0.19,0.161,0.196,0.027,1044,0.858,7,0
45,male,university,837,528,0.033,0.126,0.353,0.226,773,0.924,3,0
57,female,university,466,559,0.246,0.394,0.315,0.204,1560,3.348,2,0
67,female,university,287,553,0.336,0.043,0.203,0,639,2.226,10,0
28,female,university,654,592,0.205,0.17,0.018,0.029,923,1.411,9,0
62,male,university,1849,568,0.055,0.099,0.264,0.183,1754,0.949,3,0
36,male,university,1756,701,0.248,0.234,0.234,0.572,1323,0.753,6,1
28,male,graduate school,1371,701,0.117,0.509,0.153,0.188,1726,1.259,5,0
21,male,high school,956,616,0.262,0.558,0.162,0.356,1961,2.051,8,0
64,male,university,1952,508,0.267,0.559,0.284,0.145,1753,0.898,6,0
25,female,university,630,625,0.353,0.277,0.288,0,1677,2.662,2,0
23,female,graduate school,1975,712,0.27,0.44,0.158,0.065,1046,0.53,9,0
21,female,university,1110,576,0.342,0.438,0.138,0.274,100,0.09,4,1
24,male,university,1967,509,0.662,0.288,0.249,0.531,913,0.464,7,0
60,male,university,1967,601,0.036,0.129,0.403,0.049,1971,1.002,4,0
55,male,high school,441,702,0.414,0.183,0.06,0.202,213,0.483,4,0
52,female,graduate school,901,695,0.155,0.611,0.212,0.404,319,0.354,2,0
62,male,university,1101,557,0.32,0.374,0.372,0,817,0.742,3,0
54,male,high school,940,737,0.402,0.148,0.494,0.507,1068,1.136,8,0
63,female,others,265,722,0.607,0.284,0.191,0.19,715,2.698,8,0
45,male,graduate school,1171,612,0.085,0.189,0.114,0.256,1779,1.519,2,0
30,female,university,577,679,0.517,0.281,0.135,0.431,1980,3.432,4,1
41,male,university,587,661,0.247,0.086,0.168,0.406,762,1.298,7,0
66,male,graduate school,980,605,0.136,0.628,0.07,0.33,1123,1.146,4,1
59,female,university,408,534,0.62,0.26,0.102,0.409,533,1.306,6,0
47,female,graduate school,1638,602,0.532,0.058,0.491,0.613,1454,0.888,9,0
47,female,high school,215,602,0.279,0.427,0.342,0.161,1400,6.512,2,0
22,female,university,1520,660,0.193,0.346,0.673,0.443,468,0.308,1,0
61,female,graduate school,1185,699,0.239,0.407,0.256,0.299,1026,0.866,1,0
68,female,graduate school,1443,659,0.368,0.074,0.314,0.537,779,0.54,10,1
33,male,high school,1992,682,0.303,0.26,0.083,0.106,974,0.489,10,0
29,male,graduate school,566,596,0.452,0.342,0.385,0.583,1623,2.867,8,1
56,female,university,979,635,0.055,0.324,0.554,0.313,338,0.345,0,0
42,male,university,1452,673,0.177,0.223,0.134,0.047,1404,0.967,0,0
62,female,university,1854,641,0.466,0.248,0.269,0.563,275,0.148,1,0
46,male,university,639,725,0.506,0.43,0.116,0.289,439,0.687,5,0
32,female,graduate school,889,635,0.267,0.198,0.115,0.043,1219,1.371,5,0
37,male,university,1755,742,0.108,0.268,0.466,0.109,208,0.119,10,0
34,male,graduate school,1673,605,0.135,0.331,0.175,0.408,1920,1.148,5,0
34,male,university,1259,570,0.16,0.319,0.102,0.259,783,0.622,5,0
54,male,university,1046,576,0.394,0.353,0.141,0.116,796,0.761,5,0
40,male,university,621,553,0.137,0.304,0.314,0.286,1918,3.089,7,1
31,female,graduate school,1843,520,0.069,0.243,0.114,0.154,1206,0.654,5,0
36,female,university,1412,610,0.058,0.275,0.255,0.35,1797,1.273,8,0
51,female,university,1401,723,0.186,0.325,0.222,0.488,345,0.246,4,1
26,male,others,807,574,0.503,0.028,0.421,0.166,1585,1.964,3,0
39,female,university,1538,749,0.071,0.245,0.519,0.056,480,0.312,0,1
57,male,university,219,513,0.154,0.55,0.037,0.466,880,4.018,10,0
24,male,university,875,702,0.158,0.128,0.191,0.174,899,1.027,1,0
67,male,others,581,501,0.371,0.494,0.192,0.451,604,1.04,10,0
24,female,high school,808,725,0.1,0.367,0.139,0.135,1587,1.964,3,0
40,male,university,342,688,0.262,0.177,0.156,0.133,381,1.114,8,0
30,female,university,261,607,0.357,0.223,0.377,0.091,1477,5.659,3,0
44,female,university,1465,738,0.28,0.304,0.46,0.548,418,0.285,7,1
55,male,university,437,644,0.332,0.255,0.07,0.239,811,1.856,1,0
46,male,high school,1354,577,0.447,0.342,0.4,0.55,804,0.594,0,1
57,female,university,1828,716,0.624,0.053,0.468,0.489,329,0.18,8,1
58,female,graduate school,1826,547,0.327,0.419,0.203,0.23,1146,0.628,9,0
41,female,high school,1868,590,0.324,0.05,0.456,0.434,415,0.222,5,0
60,female,high school,1346,635,0.119,0.231,0.047,0.22,1748,1.299,10,0
59,female,university,1663,683,0.381,0.273,0.165,0.381,744,0.447,9,0
41,female,university,1126,516,0.305,0.287,0.278,0,997,0.885,4,0
30,male,university,541,696,0.323,0.607,0.631,0.103,1552,2.869,2,0
58,female,high school,1642,511,0.405,0.224,0.67,0.102,94,0.057,8,0
66,female,high school,1853,665,0.178,0.215,0.249,0.593,1376,0.743,1,1
24,female,university,654,645,0.044,0.329,0.224,0.097,398,0.609,9,0
65,female,university,1421,525,0.49,0.087,0.361,0.101,1452,1.022,7,0
40,male,high school,481,722,0.238,0.334,0.091,0.521,100,0.208,3,0
37,male,university,1085,536,0.026,0.171,0.311,0.265,1958,1.805,6,1
27,female,university,1224,569,0.179,0.21,0.237,0.035,1962,1.603,7,0
24,female,high school,922,668,0.514,0.127,0.492,0.025,334,0.362,0,0
49,female,university,1998,578,0.266,0.316,0.542,0.393,1013,0.507,9,1
34,male,university,1555,669,0.217,0.353,0.164,0.128,1433,0.922,10,0
23,male,high school,1435,740,0.467,0.456,0.357,0.557,1763,1.229,0,1
44,male,high school,286,589,0.292,0.428,0.281,0.572,172,0.601,8,0
57,male,university,864,742,0.332,0.049,0.558,0.485,1322,1.53,8,0
36,male,university,1061,703,0.506,0.242,0.125,0.198,1087,1.025,10,0
24,male,university,1922,540,0.248,0.582,0.249,0.34,1741,0.906,9,0
44,female,university,260,674,0.074,0.339,0.117,0.377,1131,4.35,0,1
54,male,graduate school,996,641,0.138,0.281,0.308,0.126,1106,1.11,4,0
50,male,high school,294,628,0.198,0.189,0.355,0.212,409,1.391,10,0
38,female,university,985,516,0.121,0.351,0.138,0.613,1145,1.162,3,0
39,male,university,1776,724,0.465,0.136,0.336,0.124,1636,0.921,9,0
51,female,university,1370,682,0.314,0.463,0.212,0.47,1458,1.064,10,0
39,male,others,1469,720,0.226,0.088,0.014,0.119,1397,0.951,10,1
69,female,university,1867,552,0.162,0.076,0.073,0.077,1614,0.864,3,0
66,female,graduate school,1160,617,0.349,0.098,0.058,0.161,1364,1.176,10,1
39,female,graduate school,496,608,0.145,0.565,0.139,0,963,1.942,1,0
42,female,university,1346,658,0.214,0.359,0.498,0.483,1175,0.873,4,1
44,female,university,1878,689,0.308,0.508,0.092,0.139,1712,0.912,10,0
65,male,university,893,635,0.175,0.323,0.168,0.236,1384,1.55,1,0
32,male,university,1927,657,0.257,0.471,0.341,0.239,931,0.483,2,0
50,female,graduate school,1679,576,0.367,0.373,0.258,0.267,213,0.127,7,0
58,female,university,598,579,0.46,0.443,0.527,0.342,1433,2.396,8,1
51,female,university,1942,693,0.133,0.081,0.293,0.111,689,0.355,8,0
56,male,graduate school,1145,544,0.366,0.012,0.582,0.053,708,0.618,6,0
39,female,graduate school,1454,517,0.108,0.078,0.089,0.515,738,0.508,3,1
68,female,graduate school,733,598,0.495,0.475,0.036,0.286,685,0.935,8,1
65,female,graduate school,601,672,0.245,0.145,0.182,0.535,1862,3.098,0,1
56,female,university,1815,646,0.182,0.43,0.426,0.269,296,0.163,1,0
50,male,graduate school,329,704,0.083,0.185,0.185,0.104,230,0.699,9,0
69,female,university,491,742,0.347,0.241,0.315,0.104,172,0.35,4,0
53,female,graduate school,475,567,0.4,0.426,0.081,0.474,1153,2.427,4,1
38,male,others,1111,582,0.337,0.252,0.313,0.112,119,0.107,4,0
69,female,high school,1599,549,0.022,0.367,0.158,0,1419,0.887,7,0
48,female,university,1125,524,0.097,0.082,0.123,0.109,562,0.5,9,0
67,male,university,254,665,0.441,0.544,0.044,0.343,1155,4.547,1,0
31,male,university,1801,742,0.378,0.535,0.376,0.283,1069,0.594,9,0
65,male,university,938,620,0.186,0.381,0.658,0.486,1308,1.394,8,0
53,female,graduate school,1249,722,0.33,0.123,0.37,0,1842,1.475,4,0
37,female,university,1664,663,0.225,0.235,0.072,0.051,588,0.353,6,0
26,male,university,964,567,0.232,0.138,0.152,0,1220,1.266,8,0
24,male,high school,1420,555,0.18,0.323,0.233,0.204,1556,1.096,4,0
40,male,graduate school,841,538,0.263,0.204,0.266,0.521,1163,1.383,3,1
68,female,high school,1466,562,0.429,0.435,0.703,0.112,429,0.293,8,0
67,female,high school,923,627,0.188,0.029,0.026,0.162,357,0.387,7,0
47,male,graduate school,1413,634,0.36,0.31,0.108,0.172,1280,0.906,2,0
35,female,university,1001,621,0.319,0.413,0.366,0.231,1783,1.781,3,0
26,male,graduate school,937,746,0.258,0.128,0.144,0.335,112,0.12,8,1
67,female,university,957,685,0.25,0.194,0.207,0,912,0.953,0,0
34,female,university,1791,707,0.542,0.137,0.435,0.179,275,0.154,10,1
31,female,university,766,558,0.425,0.095,0.162,0,1326,1.731,6,0
59,female,university,1499,547,0.413,0.156,0.28,0,290,0.193,9,0
29,male,others,1632,632,0.269,0.399,0.152,0.351,1439,0.882,2,0
46,female,graduate school,539,738,0.232,0.264,0.077,0.181,1026,1.904,9,0
36,female,others,352,714,0.236,0.252,0.215,0.324,427,1.213,6,1
25,male,university,1788,535,0.24,0.248,0.283,0.375,372,0.208,8,1
30,female,high school,1621,723,0.298,0.183,0.19,0.424,1820,1.123,9,1
23,male,university,1667,587,0.159,0.296,0.536,0.4,389,0.233,10,0
33,male,graduate school,1846,524,0.173,0.097,0.101,0.033,1203,0.652,0,0
63,female,high school,1203,672,0.342,0.046,0.167,0.275,86,0.071,3,1
69,female,university,626,719,0.292,0.261,0.114,0.164,230,0.367,2,0
50,male,university,1202,518,0.128,0.209,0.054,0.324,1786,1.486,5,1
65,male,university,1710,634,0.611,0.174,0.033,0.47,1544,0.903,3,1
26,male,university,403,735,0.14,0.16,0.404,0.06,1298,3.221,4,0
37,female,university,1335,685,0.784,0.334,0.472,0.214,1056,0.791,4,0
65,male,high school,524,732,0.229,0.595,0.327,0.224,1624,3.099,2,0
39,male,graduate school,1481,708,0.166,0.266,0.116,0.454,1708,1.153,6,1
62,male,university,1149,565,0.193,0.201,0.301,0.662,433,0.377,5,1
55,female,high school,1751,579,0.276,0.124,0.181,0,720,0.411,8,0
66,male,graduate school,1150,666,0.555,0.273,0.626,0.688,1092,0.95,4,1
46,female,graduate school,1573,624,0.513,0.507,0.174,0.242,1883,1.197,2,1
25,female,high school,1138,645,0.08,0.092,0.062,0,1764,1.55,4,1
49,male,university,1156,602,0.134,0.143,0.258,0.427,172,0.149,10,1
57,female,university,1901,628,0.301,0.215,0.187,0.309,1525,0.802,9,0
40,male,graduate school,1093,690,0.389,0.569,0.559,0.715,1440,1.317,8,1
69,female,university,634,630,0.109,0.026,0.406,0.1,1619,2.554,4,0
41,female,graduate school,1649,626,0.065,0.178,0.255,0.389,1450,0.879,6,1
30,male,university,1503,520,0.518,0.274,0.318,0.316,1387,0.923,10,0
25,male,high school,570,625,0.088,0.24,0.337,0.228,1856,3.256,0,0
56,male,university,1893,623,0.255,0.37,0.117,0.36,1614,0.853,6,0
26,female,university,1132,657,0.478,0.235,0.186,0.226,234,0.207,3,0
46,female,others,448,510,0.289,0.037,0.05,0.53,291,0.65,10,1
24,male,university,1090,521,0.15,0.074,0.639,0.111,183,0.168,4,0
59,male,high school,380,610,0.194,0.245,0.138,0.338,1119,2.945,7,1
59,female,university,902,624,0.331,0.282,0.42,0.253,922,1.022,7,0
55,female,high school,1198,556,0.403,0.274,0.368,0.513,1144,0.955,4,1
21,female,graduate school,1874,588,0.196,0.073,0.616,0.333,76,0.041,1,0
44,male,graduate school,277,630,0.401,0.142,0.223,0.418,1802,6.505,5,0
56,female,university,1118,657,0.251,0.122,0.294,0.039,1714,1.533,5,0
26,male,university,1084,715,0.079,0.378,0.404,0.299,1658,1.53,0,0
61,female,high school,535,627,0.376,0.197,0.339,0.247,1735,3.243,4,0
66,female,university,249,544,0.49,0.036,0.271,0.124,1223,4.912,3,0
64,male,university,284,535,0.079,0.381,0.555,0.264,998,3.514,0,0
51,male,high school,1918,586,0.162,0.136,0.105,0.073,685,0.357,7,0
40,male,university,894,617,0.307,0.138,0.175,0.223,1523,1.704,7,0
44,female,university,203,571,0.464,0.417,0.411,0.353,1271,6.261,1,0
45,female,university,1192,691,0.277,0.166,0.301,0.04,1954,1.639,9,0
56,female,university,516,681,0.339,0.091,0.121,0.358,1422,2.756,10,0
41,male,graduate school,1334,567,0.222,0.074,0.617,0.281,1010,0.757,8,0
50,female,others,1557,677,0.218,0.21,0.334,0.175,360,0.231,2,0
44,male,graduate school,962,602,0.217,0.463,0.582,0.391,1282,1.333,2,0
64,male,graduate school,1356,734,0.463,0.407,0.226,0.383,160,0.118,3,0
62,male,high school,811,658,0.132,0.383,0.322,0,273,0.337,6,0
50,female,university,1204,528,0.234,0.218,0.315,0,1373,1.14,1,0
42,female,university,1113,686,0.251,0.275,0.152,0.554,86,0.077,9,0
48,male,university,1907,663,0.217,0.633,0.269,0.345,855,0.448,1,0
27,female,university,998,704,0.317,0.477,0.304,0.39,501,0.502,8,0
55,male,university,318,604,0.33,0.031,0.585,0.496,1590,5,3,1
48,male,university,549,572,0.103,0.337,0.34,0.077,1827,3.328,10,0
34,female,university,1116,618,0.16,0.161,0.207,0,328,0.294,6,0
30,male,high school,886,584,0.135,0.164,0.119,0.212,749,0.845,8,1
36,male,university,741,742,0.542,0.345,0.175,0.422,347,0.468,6,0
36,female,others,1278,694,0.102,0.039,0.339,0.108,770,0.603,4,1
51,male,graduate school,560,588,0.142,0.273,0.23,0.236,659,1.177,0,0
62,male,university,907,588,0.125,0.304,0.195,0.323,201,0.222,8,0
45,male,university,1676,575,0.629,0.243,0.229,0,1499,0.894,7,0
33,male,others,1776,720,0.077,0.204,0.171,0.064,803,0.452,4,0
26,male,graduate school,884,638,0.323,0.165,0.23,0.219,1826,2.066,8,0
64,male,university,529,615,0.416,0.205,0.067,0,550,1.04,7,0
29,male,high school,418,638,0.428,0.079,0.343,0.203,865,2.069,3,0
65,female,university,407,740,0.197,0.675,0.464,0.382,1043,2.563,1,0
56,female,high school,1893,653,0.14,0.413,0.433,0,1707,0.902,8,0
63,male,graduate school,1044,552,0.09,0.443,0.256,0.697,1044,1,8,1
40,male,high school,1963,641,0.062,0.523,0.392,0.309,1847,0.941,6,0
38,female,others,284,563,0.131,0.633,0.351,0.778,791,2.785,7,1
63,female,university,884,707,0.06,0.167,0.189,0,1268,1.434,3,0
41,female,university,444,747,0.1,0.167,0.162,0,1311,2.953,10,0
24,female,graduate school,1071,637,0.116,0.573,0.277,0,833,0.778,9,0
53,female,others,1222,530,0.106,0.215,0.128,0.265,1486,1.216,3,1
47,male,university,1908,722,0.555,0.15,0.623,0.546,1275,0.668,10,0
27,female,graduate school,1558,535,0.342,0.37,0.313,0.454,1131,0.726,0,0
26,female,university,1435,509,0.488,0.314,0.418,0.158,526,0.367,8,0
35,female,university,795,525,0.106,0.27,0.149,0.488,1808,2.274,9,1
38,male,graduate school,884,519,0.298,0.396,0.593,0.757,436,0.493,8,1
52,male,university,1406,624,0.204,0.187,0.254,0.49,1944,1.383,4,1
31,male,graduate school,1356,543,0.359,0.212,0.113,0.023,671,0.495,10,0
40,male,university,1213,561,0.183,0.036,0.765,0.635,1095,0.903,6,0
44,male,university,1213,700,0.636,0.207,0.436,0.591,1568,1.293,2,1
35,male,university,1997,578,0.436,0.209,0.125,0.224,1906,0.954,10,0
68,female,high school,549,508,0.213,0.027,0.113,0,1232,2.244,7,0
27,male,high school,481,570,0.052,0.034,0.052,0.024,822,1.709,8,0
41,male,university,492,589,0.218,0.211,0.303,0.488,1548,3.146,7,1
62,female,graduate school,1492,523,0.138,0.032,0.099,0.217,936,0.627,4,1
46,male,university,1420,639,0.403,0.621,0.406,0.35,1879,1.323,5,0
64,female,university,1760,559,0.31,0.19,0.253,0.26,453,0.257,2,0
34,female,university,1876,583,0.29,0.302,0.264,0.044,1010,0.538,2,0
57,male,university,1183,619,0.248,0.115,0.536,0.307,1052,0.889,6,0
41,female,university,1958,577,0.421,0.226,0.484,0.03,392,0.2,8,0
38,female,others,219,713,0.214,0.281,0.508,0.222,430,1.963,8,0
25,female,graduate school,958,515,0.266,0.145,0.496,0.583,1649,1.721,1,0
23,female,university,1936,528,0.152,0.412,0.309,0.673,1525,0.788,10,1
43,male,graduate school,604,659,0.218,0.403,0.376,0.257,847,1.402,6,0
46,female,others,1338,710,0.091,0.659,0.157,0.424,245,0.183,7,0
57,male,graduate school,900,618,0.15,0.369,0.2,0.929,934,1.038,0,1
44,female,graduate school,1179,534,0.14,0.426,0.154,0.677,1464,1.242,9,1
69,female,university,225,542,0.119,0.077,0.113,0.025,1933,8.591,3,0
39,female,university,765,595,0.573,0.231,0.124,0.07,1050,1.373,8,0
45,male,university,1905,618,0.619,0.209,0.512,0.448,1765,0.927,8,1
41,male,university,594,552,0.259,0.293,0.35,0.755,174,0.293,4,1
32,male,university,1200,519,0.113,0.352,0.24,0.024,1232,1.027,6,0
61,female,graduate school,1604,614,0.444,0.214,0.438,0,322,0.201,10,0
53,female,university,722,731,0.522,0.296,0.636,0.615,1279,1.771,5,0
